Bonner, Jo#AL#1#REP#2010#1
Schilling, Bobby#IL#17#REP#2014#0.467179806
Fawell, Bill#IL#17#WRI#2014#6.59E-05
Schock, Aaron#IL#18#REP#2014#0.741638377
Miller, Darrel#IL#18#DEM#2014#0.258361623
Visclosky, Peter J.#IN#1#DEM#2014#0.672831985
Leyva, Mark#IN#1#REP#2014#0.327168015
Dunn, Donna T.#IN#1#LIB#2014#0
Walorski, Jackie#IN#2#REP#2014#0.490110613
Bock, Joe#IN#2#DEM#2014#0.475776579
Petermann, Jeff#IN#2#LIB#2014#0.034101837
Stutzman, Marlin A.#IN#3#REP#2014#0.670408764
Kuhnle, Justin#IN#3#DEM#2014#0.329591236
Wise, Scott#IN#3#LIB#2014#0
Rokita, Todd#IN#4#REP#2014#0.619566016
Dale, John#IN#4#DEM#2014#0.341630305
Brooks, Susan#IN#5#REP#2014#0.583665058
Denney, Shawn A.#IN#5#DEM#2014#0.376012047
Krom, John#IN#5#LIB#2014#0.040322895
Messer, Luke#IN#6#REP#2014#0.590776486
Heitzman, Susan Hall#IN#6#DEM#2014#0.351233229
Miller, Eric#IN#6#LIB#2014#0.057990285
Carson, André#IN#7#DEM#2014#0.628501648
Ping, Catherine (Cat)#IN#7#REP#2014#0.371498352
Mayo, Chris#IN#7#LIB#2014#0
Bucshon, Larry D.#IN#8#REP#2014#0.533581932
Spangler, Tom#IN#8#DEM#2014#0.430733964
Horning, Andrew#IN#8#LIB#2014#0.035684104
Young, Todd#IN#9#REP#2014#0.554470454
Bailey, Bill#IN#9#DEM#2014#0.445529546
Frey, R. Mike#IN#9#LIB#2014#0
Blum, Rod#IA#1#REP#2014#0.415947669
Murphy, Pat#IA#1#DEM#2014#0.569451343
Loebsack, Dave#IA#2#DEM#2014#0.556140931
Miller-Meeks, Mariannette#IA#2#REP#2014#0.42519005
Young, David#IA#3#REP#2014#0.522950268
Appel, Staci#IA#3#DEM#2014#0.436565097
Wright, Edward B.#IA#3#LIB#2014#0
Holder, Bryan Jack#IA#3#OTHER#2014#0.040484635
King, Steve#IA#4#REP#2014#0.529747893
Mowrer, Jim#IA#4#DEM#2014#0.448740524
Huelskamp, Tim#KS#1#REP#2014#1
Sherow, James E.#KS#1#DEM#2014#0
Jenkins, Lynn#KS#2#REP#2014#0.570148918
Wakefield, Margie#KS#2#DEM#2014#0.387225162
Clemmons, Christopher#KS#2#LIB#2014#0.04262592
Yoder, Kevin#KS#3#REP#2014#0.684523526
Kultala, Kelly#KS#3#DEM#2014#0
Pompeo, Mike#KS#4#REP#2014#0.622171928
Schuckman, Perry L.#KS#4#DEM#2014#0.315809394
Whitfield, Ed#KY#1#REP#2014#0.696334732
Hatchett, Charles Kendall#KY#1#DEM#2014#0.303665268
Guthrie, S. Brett#KY#2#REP#2014#0.643036558
Leach, Ron#KY#2#DEM#2014#0.317220929
Yarmuth, John A.#KY#3#DEM#2014#0.639644079
Macfarlane, Michael#KY#3#REP#2014#0.34542051
Puccetti, Gregory Peter#KY#3#IND#2014#0.014935411
Massie, Thomas#KY#4#REP#2014#0.621271423
Newberry, Peter#KY#4#DEM#2014#0.349761558
"""Rogers, Harold """"Hal"""#KY#5#REP#2014#0.77896793
Stepp, Kenneth S.#KY#5#DEM#2014#0.22103207
Barr, Andy#KY#6#REP#2014#0.505683168
Jensen, Elisabeth#KY#6#DEM#2014#0.466792079
Scalise, Steve#LA#1#REP#2014#0.751833614
"""Mendoza, M.V. """"Vinny"""#LA#1#DEM#2014#0.212468579
Dugas, Lee A.#LA#1#DEM#2014#0.212468579
"""Sanford, Jeffry """"Jeff"""#LA#1#LIB#2014#0
Richmond, Cedric#LA#2#DEM#2014#0.801857639
Landrieu, Gary#LA#2#DEM#2014#0.801857639
Brooks, David#LA#2#NON#2014#0
Davenport, Samuel#LA#2#LIB#2014#0.023632871
Boustany, Charles W., Jr.#LA#3#REP#2014#0.772522182
Richard, Russell#LA#3#NON#2014#0
Barrilleaux, Bryan#LA#3#REP#2014#0.772522182
Fleming, John#LA#4#REP#2014#0.752988607
Lord, Randall#LA#4#LIB#2014#0.247011393
Abraham, Ralph Lee#LA#5#REP#2014#0.778337996
"""Mayo,""""Jamie"""#LA#5#DEM#2014#0
"""Dasher,""""Zach"""#LA#5#REP#2014#0.778337996
McAllister, Vance M.#LA#5#REP#2014#0.778337996
Holloway, Clyde C.#LA#5#REP#2014#0.778337996
Brown, Harris#LA#5#REP#2014#0.778337996
"""Tarpley,""""Ed"""#LA#5#REP#2014#0.778337996
Saucier, Charles#LA#5#LIB#2014#0.077604759
Barron, Eliot S.#LA#5#GRE#2014#0
Graves, Garret#LA#6#REP#2014#0.794074591
Edwards, Edwin#LA#6#DEM#2014#0
Dietzel, Paul, II#LA#6#REP#2014#0.794074591
"""Claitor,""""Dan"""#LA#6#REP#2014#0.794074591
Whitney, Lenar#LA#6#REP#2014#0.794074591
Lieberman, Richard#LA#6#DEM#2014#0
McCulloch, Craig#LA#6#REP#2014#0.794074591
"""Bell, Robert Lamar """"Bob"""#LA#6#REP#2014#0.794074591
Williams, Peter#LA#6#DEM#2014#0
Craig, Rufus Holt, Jr.#LA#6#LIB#2014#0.104935233
"""Clark, Norman """"Norm"""#LA#6#REP#2014#0.794074591
"""Thomas,""""Trey"""#LA#6#REP#2014#0.794074591
Pingree, Chellie#ME#1#DEM#2014#0.647919562
Misiuk, Isaac J.#ME#1#REP#2014#0.352080438
Murphy, Richard P.#ME#1#IND#2014#0
Others#ME#1#WRI#2014#0
Poliquin, Bruce#ME#2#REP#2014#0.418063332
Cain, Emily Ann#ME#2#DEM#2014#0.581936668
Richardson, Blaine#ME#2#IND#2014#0
Others#ME#2#WRI#2014#0
Harris, Andy#MD#1#REP#2014#0.639743391
Tilghman, Bill#MD#1#DEM#2014#0.277193066
Ruppersberger, C. A. Dutch#MD#2#DEM#2014#0.65675662
Banach, David#MD#2#REP#2014#0.31155063
Schlakman, Ian#MD#2#GRE#2014#0
Sarbanes, John#MD#3#DEM#2014#0.669373426
Long, Charles A.#MD#3#REP#2014#0.296091117
Edwards, Donna F.#MD#4#DEM#2014#0.772571983
Hoyt, Nancy#MD#4#REP#2014#0.207489017
Vohra, Arvin#MD#4#LIB#2014#0.019939
Hoyer, Steny H.#MD#5#DEM#2014#0.694804212
Chaffee, Chris#MD#5#REP#2014#0.277408628
Fritz, Dennis L.#MD#5#WRI#2014#0
Delaney, John K.#MD#6#DEM#2014#0.588455442
Bongino, Dan#MD#6#REP#2014#0.379469513
Gluck, George#MD#6#GRE#2014#0
Cummings, Elijah#MD#7#DEM#2014#0.76608415
Vaughn, Carrogan R.#MD#7#REP#2014#0.208410631
Soffen, Scott#MD#7#LIB#2014#0.025387726
Van Hollen, Chris#MD#8#DEM#2014#0.634454578
Young, Lih#MD#8#OTHER#2014#0
Wallace, Dave#MD#8#REP#2014#0.329673951
Wildman, Andrew Jaye#MD#8#WRI#2014#0
Neal, Richard E.#MA#1#DEM#2014#0.98422969
All Others#MA#1#WRI#2014#0.01577031
McGovern, James P.#MA#2#DEM#2014#0.984514022
All Others#MA#2#WRI#2014#0.015485978
Tsongas, Nicola S.#MA#3#DEM#2014#0.659260364
Wofford, Roseann L. Ehrhard#MA#3#REP#2014#0.339925346
All Others#MA#3#WRI#2014#0.000814289
Kennedy, Joseph P., III#MA#4#DEM#2014#0.610920786
All Others#MA#4#WRI#2014#0.000731549
Clark, Katherine M.#MA#5#DEM#2014#0.754861349
All Others#MA#5#WRI#2014#0.00197884
Wilt, William F.#MA#5#WRI#2014#0.00197884
Moulton, Seth W.#MA#6#DEM#2014#0.482760461
Tisei, Richard R.#MA#6#REP#2014#0.471207848
Stockwell, Christopher J.#MA#6#IND#2014#0
All Others#MA#6#WRI#2014#0.001371372
Capuano, Michael E.#MA#7#DEM#2014#0.8337183
All Others#MA#7#WRI#2014#0.003334177
Lynch, Stephen F.#MA#8#DEM#2014#0.761218646
All Others#MA#8#WRI#2014#0.001643546
Keating, William Richard#MA#9#DEM#2014#0.587061437
Chapman, John C.#MA#9#REP#2014#0.321549096
All Others#MA#9#WRI#2014#0.001283095
Benishek, Dan#MI#1#REP#2014#0.481389592
Cannon, Jerry#MI#1#DEM#2014#0.475969421
Gnadt, Loel Robert#MI#1#LIB#2014#0.03063074
Boal, Ellis#MI#1#GRE#2014#0.012010247
Huizenga, Bill#MI#2#REP#2014#0.611602837
Vanderstelt, Dean#MI#2#DEM#2014#0
Welch, Ronald, II#MI#2#LIB#2014#0.02749264
Graeser, Ronald E.#MI#2#OTHER#2014#0.35237395
Amash, Justin#MI#3#REP#2014#0.526153676
Goodrich, Bob#MI#3#DEM#2014#0.441665671
Duncan, Tonya#MI#3#GRE#2014#0
Moolenaar, John#MI#4#REP#2014#0.630728969
Holmes, Jeff#MI#4#DEM#2014#0.335505146
Zimmer, George M.#MI#4#OTHER#2014#0.011203103
White, Will Tyler#MI#4#LIB#2014#0.013692327
Kildee, Daniel T.#MI#5#DEM#2014#0.649806449
Hardwick, Allen#MI#5#REP#2014#0.314803148
Jones, Harold H.#MI#5#LIB#2014#0.015114525
Upton, Fred#MI#6#REP#2014#0.545924019
Clements, Paul#MI#6#DEM#2014#0.426126843
Lawrence, John M.#MI#6#GRE#2014#0
Hass, Erwin J.#MI#6#LIB#2014#0.019864264
Walberg, Tim#MI#7#REP#2014#0.533431425
Byrnes, Pam#MI#7#DEM#2014#0.430249411
Proctor, Ken#MI#7#LIB#2014#0.025428445
Swartout, David#MI#7#NON#2014#0
Strawcutter, Rick#MI#7#OTHER#2014#0
Bishop, Mike#MI#8#REP#2014#0.586044503
Schertzing, Eric#MI#8#DEM#2014#0.37286048
Weeks, James, II#MI#8#LIB#2014#0.023425319
Casha, Jim#MI#8#GRE#2014#0
Burgess, Jeremy#MI#8#OTHER#2014#0
Levin, Sander#MI#9#DEM#2014#0.619140509
Brikho, George#MI#9#REP#2014#0.34021511
Creswell, Gregory#MI#9#LIB#2014#0.018083933
McDermott, John V.#MI#9#GRE#2014#0.013957239
Miller, Candice S.#MI#10#REP#2014#0.687969399
Stadler, Chuck#MI#10#DEM#2014#0.29741458
Mikkelson, Harley#MI#10#GRE#2014#0
Trott, Dave#MI#11#REP#2014#0.507590628
McKenzie, Bobby#MI#11#DEM#2014#0.443623844
Tatar, John J.#MI#11#LIB#2014#0.026908547
Bentivolio, Kerry Lynn#MI#11#WRI#2014#4.19E-05
Dingell, Debbie#MI#12#DEM#2014#0.679412198
Bowman, Terry#MI#12#REP#2014#0.289678375
Walkowicz, Gary#MI#12#NON#2014#0
Dashairya, Bhagwan#MI#12#LIB#2014#0.030909427
Conyers, John, Jr.#MI#13#DEM#2014#0.827860837
Gorman, Jeff#MI#13#REP#2014#0.136380905
Sharer, Chris#MI#13#LIB#2014#0.021374046
Johnson, Sam#MI#13#NON#2014#0
Lawrence, Brenda#MI#14#DEM#2014#0.82255651
Barr, Christina L.#MI#14#REP#2014#0.156314631
Schwartz, Leonard#MI#14#LIB#2014#0.01206842
Boyle, Stephen#MI#14#GRE#2014#0.009060439
Pruden, Calvin#MI#14#WRI#2014#0
Walz, Tim#MN#1#OTHER#2014#0.576104361
Hagedorn, Jim#MN#1#REP#2014#0.423895639
Kline, John#MN#2#REP#2014#0.540857607
Obermueller, Mike#MN#2#OTHER#2014#0.459139599
Overby, Paula#MN#2#OTHER#2014#0.459139599
Paulsen, Erik#MN#3#REP#2014#0.581614662
Sund, Sharon#MN#3#OTHER#2014#0.418385338
McCollum, Betty#MN#4#OTHER#2014#0.684395765
Wahlgren, Sharna#MN#4#REP#2014#0.315575457
Thomas, Dave#MN#4#OTHER#2014#0.684395765
Ellison, Keith#MN#5#OTHER#2014#0.747018788
Daggett, Doug#MN#5#REP#2014#0.252955561
Bauer, Lee#MN#5#OTHER#2014#0.747018788
Emmer, Tom#MN#6#REP#2014#0.506060358
Perske, Joe#MN#6#OTHER#2014#0.493931172
Denney, John#MN#6#OTHER#2014#0.493931172
Peterson, Collin C.#MN#7#OTHER#2014#0.651170395
Westrom, Torrey#MN#7#REP#2014#0.348829605
Nolan, Rick#MN#8#OTHER#2014#0.544618946
Mills, Stewart#MN#8#REP#2014#0.455381054
Sandman, Ray Skip#MN#8#GRE#2014#0
Nunnelee, Alan#MS#1#REP#2014#0.604055282
Dickey, Ron E.#MS#1#DEM#2014#0.368966644
Bedwell, Danny#MS#1#LIB#2014#0.011592065
Walley, Lajena#MS#1#OTHER#2014#0.015386009
Thompson, Bennie G.#MS#2#DEM#2014#0.671294388
Ray, Troy#MS#2#IND#2014#0.014379661
Shoemake, Shelley#MS#2#OTHER#2014#0.004687051
Harper, Gregg#MS#3#REP#2014#0.800202508
Magee, Douglas MacArthur (Doug)#MS#3#DEM#2014#0
Gerrard, Roger#MS#3#IND#2014#0
Washer, Barbara Dale#MS#3#OTHER#2014#0.199797492
Palazzo, Steven McCarty#MS#4#REP#2014#0.641126433
Moore, Matt#MS#4#DEM#2014#0.288489027
Burleson, Cindy#MS#4#IND#2014#0
Robinson, Joey#MS#4#LIB#2014#0.062999243
Jackson, Eli#MS#4#OTHER#2014#0.007385297
Reich, Ed#MS#4#IND#2014#0
Clay, Lacy#MO#1#DEM#2014#0.786671678
Elder, Daniel J.#MO#1#REP#2014#0.178611381
Cunningham, Robb E.#MO#1#LIB#2014#0.034716941
Wagner, Ann#MO#2#REP#2014#0.600766134
Lieber, Arthur#MO#2#DEM#2014#0.37082708
Slantz, Bill#MO#2#LIB#2014#0.023305987
Luetkemeyer, Blaine#MO#3#REP#2014#0.634906985
Denton, Courtney#MO#3#DEM#2014#0.32858726
Hedrick, Steven#MO#3#LIB#2014#0.036505755
Davis, Harold#MO#3#WRI#2014#0
Hartzler, Vicky#MO#4#REP#2014#0.603147561
Irvin, Nate#MO#4#DEM#2014#0.354916338
Young, Herschel L.#MO#4#LIB#2014#0.032652178
Cowan, Gregory A.#MO#4#WRI#2014#0
Cleaver, Emanuel, II#MO#5#DEM#2014#0.605211789
Turk, Jacob#MO#5#REP#2014#0.369094887
Welborn, Roy#MO#5#LIB#2014#0.025675194
Graves, Sam#MO#6#REP#2014#0.650026372
Hedge, W.A. (Bill)#MO#6#DEM#2014#0.325163027
Monchil, Russ#MO#6#LIB#2014#0.024810602
Long, Billy#MO#7#REP#2014#0.63865533
Evans, Jim#MO#7#DEM#2014#0.309023028
Craig, Kevin#MO#7#LIB#2014#0.052293405
Bruce, Nikolas#MO#7#WRI#2014#2.82E-05
Hagerty, John C.#MO#7#WRI#2014#2.82E-05
Lindstedt, Martin#MO#7#WRI#2014#2.82E-05
Smith, Jason#MO#8#REP#2014#0.719339128
Stocker, Barbara#MO#8#DEM#2014#0.245529993
Hampton, Terry#MO#8#IND#2014#0
Enyart, Doug#MO#8#OTHER#2014#0
Vandeven, Rick#MO#8#LIB#2014#0.035130879
Zinke, Ryan#MT#0#REP#2014#0.532513445
Lewis, John#MT#0#DEM#2014#0.427187643
Fellows, Mike#MT#0#LIB#2014#0.040298912
Fortenberry, Jeff#NE#1#REP#2014#0.682906734
Crawford, Dennis P.#NE#1#DEM#2014#0.317093266
Ashford, Brad#NE#2#DEM#2014#0.492043029
Terry, Lee#NE#2#REP#2014#0.507956971
Laird, Steven#NE#2#LIB#2014#0
Smith, Adrian#NE#3#REP#2014#0.741714123
Sullivan, Mark#NE#3#DEM#2014#0.258285877
Titus, Dina#NV#1#DEM#2014#0.635699863
Teijeiro, Annette#NV#1#REP#2014#0.315270139
"""Charles, Richard """"Ricardo Carlos"""#NV#1#LIB#2014#0.025909481
Bakari, Kamau#NV#1#OTHER#2014#0.023120517
Amodei, Mark E.#NV#2#REP#2014#0.576349534
Spees, Kristen#NV#2#DEM#2014#0.362477749
Hansen, Janine#NV#2#OTHER#2014#0.021499455
Heck, Joe#NV#3#REP#2014#0.5036052
Bilbray, Erin#NV#3#DEM#2014#0.428672075
Goossen, David#NV#3#IND#2014#0.047174
Kimmick, Randy#NV#3#LIB#2014#0
St. John, Steven#NV#3#IND#2014#0.047174
Hardy, Cresent#NV#4#REP#2014#0.421057665
Horsford, Steven A.#NV#4#DEM#2014#0.501060326
Brown, Steve#NV#4#LIB#2014#0.038841209
Best, Russell#NV#4#OTHER#2014#0.0390408
Guinta, Frank C.#NH#1#REP#2014#0.460107879
Shea-Porter, Carol#NH#1#DEM#2014#0.497781516
Kuster, Ann McLane#NH#2#DEM#2014#0.502019645
Garcia, Marilinda#NH#2#REP#2014#0.453684591
Norcross, Donald W.#NJ#1#DEM#2014#0.682194614
Cobb, Garry W.#NJ#1#REP#2014#0.299686567
Tomaszewski, Scot John#NJ#1#OTHER#2014#0.003815
Shapiro, Robert#NJ#1#OTHER#2014#0.003815
Chapman, Margaret M.#NJ#1#OTHER#2014#0.003815
Berman, Mike#NJ#1#OTHER#2014#0.003815
Letton, Donald E.#NJ#1#OTHER#2014#0.003815
LoBiondo, Frank A.#NJ#2#REP#2014#0.576600293
Hughes, William J., Jr.#NJ#2#DEM#2014#0.402885786
Spano, Alexander H.#NJ#2#OTHER#2014#0.011177146
Stein, Gary#NJ#2#IND#2014#0
Rozzo, Constantino#NJ#2#OTHER#2014#0.011177146
Olabisi, Bayode#NJ#2#IND#2014#0
MacArthur, Tom#NJ#3#REP#2014#0.537157143
Belgard, Aimee#NJ#3#DEM#2014#0.448539793
LaVergne, Frederick John#NJ#3#OTHER#2014#0.014303065
Smith, Christopher H.#NJ#4#REP#2014#0.637213509
Scolavino, Ruben M.#NJ#4#DEM#2014#0.35262809
Neuman, Scott#NJ#4#OTHER#2014#0.010158401
Garrett, Scott#NJ#5#REP#2014#0.550314248
Cho, Roy#NJ#5#DEM#2014#0.427437027
Quick, Mark D.#NJ#5#OTHER#2014#0
Pallone, Frank , Jr.#NJ#6#DEM#2014#0.633380349
Wilkinson, Anthony E.#NJ#6#REP#2014#0.35203098
Goikhman, Dorit#NJ#6#LIB#2014#0.005808762
Lance, Leonard#NJ#7#REP#2014#0.571590299
Kovach, Janice#NJ#7#DEM#2014#0.400429415
Gawron, James#NJ#7#LIB#2014#0.013276078
Sires, Albio#NJ#8#DEM#2014#0.779839094
Tiscornia, Jude Anthony#NJ#8#REP#2014#0.18931466
Shaw, Herbert H.#NJ#8#OTHER#2014#0.030846246
Olivera, Pablo#NJ#8#OTHER#2014#0.030846246
Thorne, Robert#NJ#8#OTHER#2014#0.030846246
Pascrell, Bill, Jr.#NJ#9#DEM#2014#0.739656958
Paul, Dierdre G.#NJ#9#REP#2014#0.250258917
Montilla, Nestor#NJ#9#OTHER#2014#0.010084125
Payne, Donald M., Jr.#NJ#10#DEM#2014#0.875575937
Dentley, Yolanda#NJ#10#REP#2014#0.105498566
Franklin, Gwendolyn A.#NJ#10#OTHER#2014#0.013592106
Angel, Dark#NJ#10#OTHER#2014#0.013592106
Frelinghuysen, Rodney P.#NJ#11#REP#2014#0.588059335
Dunec, Mark#NJ#11#DEM#2014#0.399920619
Coleman, Bonnie Watson#NJ#12#DEM#2014#0.692216581
Eck, Alieta#NJ#12#REP#2014#0.294860254
DeZarn, Don#NJ#12#OTHER#2014#0.004683098
Welzer, Steven#NJ#12#GRE#2014#0
Cody, Kenneth J.#NJ#12#OTHER#2014#0.004683098
Freudenheim, Jack#NJ#12#OTHER#2014#0.004683098
Cannon, Allen J.#NJ#12#OTHER#2014#0.004683098
Lujan Grisham, Michelle#NM#1#DEM#2014#0.590612493
Frese, Michael H.#NM#1#REP#2014#0.407723595
Pearce, Steve#NM#2#REP#2014#0.55071406
"""Lara, Roxanne """"Rocky"""#NM#2#DEM#2014#0.448444152
McGrann, Jack A.#NM#2#WRI#2014#0.000841788
Lujan, Ben R.#NM#3#DEM#2014#0.631246718
Byrd, Jefferson L.#NM#3#REP#2014#0.368753282
Hook, Thomas F.#NM#3#WRI#2014#0
Zeldin, Lee M.#NY#1#OTHER#2014#1
Bishop, Timothy H.#NY#1#OTHER#2014#1
King, Peter T.#NY#2#OTHER#2014#1
Maher, Patricia#NY#2#DEM#2014#0
Stevenson, William D.#NY#2#GRE#2014#0
Israel, Steve J.#NY#3#OTHER#2014#0.993980095
Lally, Grant M.#NY#3#OTHER#2014#0.993980095
Rice, Kathleen M.#NY#4#OTHER#2014#1
Blakeman, Bruce A.#NY#4#OTHER#2014#1
Meeks, Gregory W.#NY#5#DEM#2014#0.897250021
Steinhardt, Allen F.#NY#5#OTHER#2014#0
Meng, Grace#NY#6#OTHER#2014#0.333860952
Valezquez, Nydia M.#NY#7#OTHER#2014#1
Fernandez, Jose Luis#NY#7#REP#2014#0
Romaguera, Allan E.#NY#7#OTHER#2014#1
Jeffries, Hakeem S.#NY#8#OTHER#2014#0.988041934
Bellone, Alan#NY#8#OTHER#2014#0.988041934
Clarke, Yvette D.#NY#9#OTHER#2014#0.985977234
Cavanagh, Daniel J.#NY#9#OTHER#2014#0.985977234
Nadler, Jerrold L.#NY#10#OTHER#2014#1
Brady, Ross#NY#10#OTHER#2014#1
Dilger, Michael J.#NY#10#OTHER#2014#1
Grimm, Michael G.#NY#11#OTHER#2014#0.990181632
Recchia, Domenic M., Jr.#NY#11#OTHER#2014#0.990181632
Bardel, Henry J.#NY#11#GRE#2014#0.009818368
Maloney, Carolyn B.#NY#12#OTHER#2014#1
Di Iorio, Nicholas S.#NY#12#OTHER#2014#1
Rangel, Charles B.#NY#13#DEM#2014#0
Rangel, Charles B.#NY#13#OTHER#2014#0.936967791
Rivera, Daniel Vila#NY#13#GRE#2014#0
Crowley, Joseph#NY#14#OTHER#2014#0.982286369
Perri, Elizabeth#NY#14#OTHER#2014#0.982286369
Serrano, Jose E.#NY#15#OTHER#2014#1
Ramirez, Eduardo#NY#15#OTHER#2014#1
Edstrom, William#NY#15#GRE#2014#0
Engel, Eliot L.#NY#16#OTHER#2014#0.759340469
Lowey, Nita M.#NY#17#OTHER#2014#0.654627997
Day, Christopher E.#NY#17#OTHER#2014#0.654627997
Maloney, Sean Patrick#NY#18#OTHER#2014#0.521636438
Hayworth, Nan#NY#18#OTHER#2014#0.521636438
Smith, Scott A.#NY#18#OTHER#2014#0.521636438
Gibson, Christopher P.#NY#19#OTHER#2014#1
Eldridge, Sean S.#NY#19#OTHER#2014#1
Tonko, Paul D.#NY#20#OTHER#2014#1
Fischer, James M.#NY#20#OTHER#2014#1
Stefanik, Elise M.#NY#21#OTHER#2014#0.983466098
Stefanik, Elise M.#NY#21#OTHER#2014#0.983466098
Woolf, Aaron G.#NY#21#OTHER#2014#0.983466098
Funiciello, Matthew J.#NY#21#GRE#2014#0.016533902
Hanna, Richard L.#NY#22#OTHER#2014#0.607416324
Reed, Thomas W., II#NY#23#OTHER#2014#1
Robertson, Martha#NY#23#OTHER#2014#1
Katko, John M.#NY#24#OTHER#2014#0.922566674
Maffei, Daniel B.#NY#24#OTHER#2014#0.922566674
Slaughter, Louise M.#NY#25#OTHER#2014#1
Assini, Mark W.#NY#25#OTHER#2014#1
Higgins, Brian#NY#26#OTHER#2014#1
Weppner, Kathleen A.#NY#26#OTHER#2014#1
Collins, Chris#NY#27#OTHER#2014#1
O'Donnell, James D.#NY#27#OTHER#2014#1
Butterfield, G. K.#NC#1#DEM#2014#0.753237533
Rich, Arthur#NC#1#REP#2014#0.22861808
Ellmers, Renee#NC#2#REP#2014#0.558984191
Aiken, Clay#NC#2#DEM#2014#0.414175474
Jones, Walter#NC#3#REP#2014#0.631108314
Adame, Marshall#NC#3#DEM#2014#0.368891686
Price, David#NC#4#DEM#2014#0.744749415
Wright, Paul#NC#4#REP#2014#0.255250585
Foxx, Virginia#NC#5#REP#2014#0.575448815
Brannon, Joshua (Josh)#NC#5#DEM#2014#0.424551185
Walker, Mark#NC#6#REP#2014#0.609233014
Fjeld, Laura#NC#6#DEM#2014#0.390766986
Rouzer, David#NC#7#REP#2014#0.499028913
Barfield, Jonathan, Jr.#NC#7#DEM#2014#0.500971087
Casteen, J. Wesley#NC#7#LIB#2014#0
Harmati, Louis#NC#7#WRI#2014#0
Hudson, Richard#NC#8#REP#2014#0.532412929
Blue, Antonio#NC#8#DEM#2014#0.454367446
Pittenger, Robert#NC#9#REP#2014#0.517812558
Eckles, Shawn#NC#9#WRI#2014#0
McHenry, Patrick#NC#10#REP#2014#0.569886725
MacQueen, Tate#NC#10#DEM#2014#0.430113275
Meadows, Mark#NC#11#REP#2014#0.574242817
Hill, Tom#NC#11#DEM#2014#0.425757183
Adams, Alma#NC#12#DEM#2014#0.796348116
Coakley, Vince#NC#12#REP#2014#0.203651884
Holding, George#NC#13#REP#2014#0.567969024
Cleary, Brenda#NC#13#DEM#2014#0.432030976
Cramer, Kevin#ND#0#REP#2014#0.549598654
Sinner, George#ND#0#OTHER#2014#0.41788486
"""Seaman, Robert J. """"Jack"""#ND#0#LIB#2014#0.032516486
Chabot, Steve#OH#1#REP#2014#0.577345618
Kundrata, Fred#OH#1#DEM#2014#0.375990804
Wenstrup, Brad#OH#2#REP#2014#0.586331141
Tyszkiewicz, Marek#OH#2#DEM#2014#0.413668859
Beatty, Joyce B.#OH#3#DEM#2014#0.682906125
Adams, John#OH#3#REP#2014#0.263471535
Applegate, Ralph A.#OH#3#WRI#2014#1.69E-05
Jordan, Jim#OH#4#REP#2014#0.58352769
Garrett, Janet#OH#4#DEM#2014#0.36490329
Latta, Bob#OH#5#REP#2014#0.572681441
Fry, Robert L.#OH#5#DEM#2014#0.391630054
Eberly, Eric#OH#5#LIB#2014#0.035688506
Johnson, Bill#OH#6#REP#2014#0.532513431
Garrison, Jennifer#OH#6#DEM#2014#0.467486569
Lambert, Dennis#OH#6#GRE#2014#0
Gibbs, Bob#OH#7#REP#2014#0.563955771
Boehner, John A.#OH#8#REP#2014#0.99974842
Poetter, Tom#OH#8#DEM#2014#0
Condit, James J., Jr.#OH#8#OTHER#2014#0
Kaptur, Marcy#OH#9#DEM#2014#0.730381734
May, Richard#OH#9#REP#2014#0.230294534
Hoffman, Cory#OH#9#WRI#2014#0
Skalsky, George A.#OH#9#WRI#2014#0
Turner, Mike#OH#10#REP#2014#0.595419695
Klepinger, Robert#OH#10#DEM#2014#0.374915278
Harlow, David A.#OH#10#LIB#2014#0.029665028
Fudge, Marcia L.#OH#11#DEM#2014#1
Zetzer, Mark#OH#11#REP#2014#0
Tiberi, Pat#OH#12#REP#2014#0.634685526
Tibbs, David Arthur#OH#12#DEM#2014#0.365314474
Hart, Bob#OH#12#GRE#2014#0
Ryan, Tim#OH#13#DEM#2014#0.727698602
Pekarek, Thomas#OH#13#REP#2014#0.272301398
Pastorius, David Allen#OH#13#WRI#2014#0
Joyce, David P.#OH#14#REP#2014#0.540360829
Wager, Michael#OH#14#DEM#2014#0.387302727
Macko, David#OH#14#LIB#2014#0.033940992
Stivers, Steve#OH#15#REP#2014#0.615587843
Wharton, Scott#OH#15#DEM#2014#0.384412157
Renacci, Jim#OH#16#REP#2014#0.520466817
Crossland, Pete#OH#16#DEM#2014#0.479533183
Bridenstine, Jim#OK#1#REP#2014#0.63468764
Mullin, Markwayne#OK#2#REP#2014#0.573400316
Everett, Earl E.#OK#2#DEM#2014#0.383385472
Douthitt, Jon#OK#2#IND#2014#0.043214212
Lucas, Frank D.#OK#3#REP#2014#0.752767693
Robbins, Frankie#OK#3#DEM#2014#0.199520155
Cole, Tom#OK#4#REP#2014#0.678904933
Smith, Bert#OK#4#DEM#2014#0.275979426
Johnson, Dennis B.#OK#4#IND#2014#0.045115641
Russell, Steve#OK#5#REP#2014#0.586994654
McAffrey, Al#OK#5#DEM#2014#0.372612037
Murphy, Robert T.#OK#5#IND#2014#0.04039331
Boggs, Tom#OK#5#IND#2014#0.04039331
Ray, Buddy#OK#5#IND#2014#0.04039331
Bonamici, Suzanne#OR#1#OTHER#2014#0.669054004
